LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN4805900000000,48,59,"Callahan County, TX",2021,6134,5850,284,4.6
CN4806100000000,48,61,"Cameron County, TX",2021,175073,160786,14287,8.2
CN4806300000000,48,63,"Camp County, TX",2021,5116,4812,304,5.9
CN4806500000000,48,65,"Carson County, TX",2021,2958,2844,114,3.9
CN4806700000000,48,67,"Cass County, TX",2021,12386,11556,830,6.7
CN4806900000000,48,69,"Castro County, TX",2021,3380,3263,117,3.5
CN4807100000000,48,71,"Chambers County, TX",2021,20681,18967,1714,8.3
CN4807300000000,48,73,"Cherokee County, TX",2021,20864,19527,1337,6.4
CN4807500000000,48,75,"Childress County, TX",2021,3011,2903,108,3.6
CN4807700000000,48,77,"Clay County, TX",2021,4831,4593,238,4.9
CN4807900000000,48,79,"Cochran County, TX",2021,1072,1004,68,6.3
CN4808100000000,48,81,"Coke County, TX",2021,1365,1300,65,4.8
CN4808300000000,48,83,"Coleman County, TX",2021,2937,2761,176,6.0
CN4808500000000,48,85,"Collin County, TX",2021,599164,573302,25862,4.3
CN4808700000000,48,87,"Collingsworth County, TX",2021,1090,1043,47,4.3
CN4808900000000,48,89,"Colorado County, TX",2021,9907,9436,471,4.8
CN4809100000000,48,91,"Comal County, TX",2021,79105,75529,3576,4.5
CN4809300000000,48,93,"Comanche County, TX",2021,6032,5756,276,4.6
CN4809500000000,48,95,"Concho County, TX",2021,1350,1293,57,4.2
CN4809700000000,48,97,"Cooke County, TX",2021,19360,18384,976,5.0
CN4809900000000,48,99,"Coryell County, TX",2021,24346,22968,1378,5.7
CN4810100000000,48,101,"Cottle County, TX",2021,604,576,28,4.6
CN4810300000000,48,103,"Crane County, TX",2021,1626,1470,156,9.6
CN4810500000000,48,105,"Crockett County, TX",2021,1467,1368,99,6.7
CN4810700000000,48,107,"Crosby County, TX",2021,2376,2243,133,5.6
CN4810900000000,48,109,"Culberson County, TX",2021,1066,1015,51,4.8
CN4811100000000,48,111,"Dallam County, TX",2021,3803,3703,100,2.6
CN4811300000000,48,113,"Dallas County, TX",2021,1372277,1295698,76579,5.6
CN4811500000000,48,115,"Dawson County, TX",2021,4598,4276,322,7.0
CN4811700000000,48,117,"Deaf Smith County, TX",2021,8749,8429,320,3.7
CN4811900000000,48,119,"Delta County, TX",2021,2443,2324,119,4.9
CN4812100000000,48,121,"Denton County, TX",2021,528401,505287,23114,4.4
CN4812300000000,48,123,"DeWitt County, TX",2021,9414,8958,456,4.8
CN4812500000000,48,125,"Dickens County, TX",2021,693,658,35,5.1
CN4812700000000,48,127,"Dimmit County, TX",2021,5830,5497,333,5.7
CN4812900000000,48,129,"Donley County, TX",2021,1448,1389,59,4.1
CN4813100000000,48,131,"Duval County, TX",2021,5463,5011,452,8.3
CN4813300000000,48,133,"Eastland County, TX",2021,7341,6918,423,5.8
CN4813500000000,48,135,"Ector County, TX",2021,80507,73816,6691,8.3
CN4813700000000,48,137,"Edwards County, TX",2021,1265,1210,55,4.3
CN4813900000000,48,139,"Ellis County, TX",2021,98901,94460,4441,4.5
CN4814100000000,48,141,"El Paso County, TX",2021,363843,341151,22692,6.2
CN4814300000000,48,143,"Erath County, TX",2021,20529,19610,919,4.5
CN4814500000000,48,145,"Falls County, TX",2021,6576,6226,350,5.3
CN4814700000000,48,147,"Fannin County, TX",2021,17165,16478,687,4.0
CN4814900000000,48,149,"Fayette County, TX",2021,11857,11350,507,4.3
CN4815100000000,48,151,"Fisher County, TX",2021,1606,1538,68,4.2
CN4815300000000,48,153,"Floyd County, TX",2021,2503,2359,144,5.8
CN4815500000000,48,155,"Foard County, TX",2021,589,569,20,3.4
CN4815700000000,48,157,"Fort Bend County, TX",2021,407603,383362,24241,5.9
CN4815900000000,48,159,"Franklin County, TX",2021,5223,4994,229,4.4
CN4816100000000,48,161,"Freestone County, TX",2021,6323,5865,458,7.2
CN4816300000000,48,163,"Frio County, TX",2021,9396,8944,452,4.8
CN4816500000000,48,165,"Gaines County, TX",2021,9748,9300,448,4.6
CN4816700000000,48,167,"Galveston County, TX",2021,165052,154065,10987,6.7
CN4816900000000,48,169,"Garza County, TX",2021,1988,1888,100,5.0
CN4817100000000,48,171,"Gillespie County, TX",2021,13939,13478,461,3.3
CN4817300000000,48,173,"Glasscock County, TX",2021,815,791,24,2.9
CN4817500000000,48,175,"Goliad County, TX",2021,3153,2946,207,6.6
CN4817700000000,48,177,"Gonzales County, TX",2021,9594,9184,410,4.3
CN4817900000000,48,179,"Gray County, TX",2021,7681,7169,512,6.7
CN4818100000000,48,181,"Grayson County, TX",2021,65711,62721,2990,4.6
CN4818300000000,48,183,"Gregg County, TX",2021,56193,52563,3630,6.5
CN4818500000000,48,185,"Grimes County, TX",2021,11133,10386,747,6.7
CN4818700000000,48,187,"Guadalupe County, TX",2021,82209,78557,3652,4.4
CN4818900000000,48,189,"Hale County, TX",2021,11915,11191,724,6.1
CN4819100000000,48,191,"Hall County, TX",2021,1087,1028,59,5.4
CN4819300000000,48,193,"Hamilton County, TX",2021,3792,3638,154,4.1
CN4819500000000,48,195,"Hansford County, TX",2021,2551,2474,77,3.0
CN4819700000000,48,197,"Hardeman County, TX",2021,1722,1648,74,4.3
CN4819900000000,48,199,"Hardin County, TX",2021,24760,22791,1969,8.0
CN4820100000000,48,201,"Harris County, TX",2021,2283959,2136470,147489,6.5
CN4820300000000,48,203,"Harrison County, TX",2021,28650,26757,1893,6.6
CN4820500000000,48,205,"Hartley County, TX",2021,2733,2676,57,2.1
CN4820700000000,48,207,"Haskell County, TX",2021,2740,2632,108,3.9
CN4820900000000,48,209,"Hays County, TX",2021,129600,124271,5329,4.1
CN4821100000000,48,211,"Hemphill County, TX",2021,1635,1564,71,4.3
CN4821300000000,48,213,"Henderson County, TX",2021,38202,36240,1962,5.1
CN4821500000000,48,215,"Hidalgo County, TX",2021,366220,332109,34111,9.3
CN4821700000000,48,217,"Hill County, TX",2021,16822,15980,842,5.0
CN4821900000000,48,219,"Hockley County, TX",2021,10657,10015,642,6.0
CN4822100000000,48,221,"Hood County, TX",2021,28814,27325,1489,5.2
CN4822300000000,48,223,"Hopkins County, TX",2021,17828,17055,773,4.3
CN4822500000000,48,225,"Houston County, TX",2021,10581,10068,513,4.8
CN4822700000000,48,227,"Howard County, TX",2021,13256,12390,866,6.5
CN4822900000000,48,229,"Hudspeth County, TX",2021,1849,1742,107,5.8
CN4823100000000,48,231,"Hunt County, TX",2021,44928,42619,2309,5.1
CN4823300000000,48,233,"Hutchinson County, TX",2021,8498,7987,511,6.0
CN4823500000000,48,235,"Irion County, TX",2021,773,735,38,4.9
CN4823700000000,48,237,"Jack County, TX",2021,3398,3212,186,5.5
CN4823900000000,48,239,"Jackson County, TX",2021,7108,6752,356,5.0
CN4824100000000,48,241,"Jasper County, TX",2021,12832,11585,1247,9.7
CN4824300000000,48,243,"Jeff Davis County, TX",2021,1023,979,44,4.3
CN4824500000000,48,245,"Jefferson County, TX",2021,101725,91528,10197,10.0
CN4824700000000,48,247,"Jim Hogg County, TX",2021,1859,1695,164,8.8
CN4824900000000,48,249,"Jim Wells County, TX",2021,15607,14019,1588,10.2
CN4825100000000,48,251,"Johnson County, TX",2021,85557,81406,4151,4.9
CN4825300000000,48,253,"Jones County, TX",2021,5730,5377,353,6.2
CN4825500000000,48,255,"Karnes County, TX",2021,6843,6487,356,5.2
CN4825700000000,48,257,"Kaufman County, TX",2021,71942,68423,3519,4.9
CN4825900000000,48,259,"Kendall County, TX",2021,22781,21908,873,3.8
CN4826100000000,48,261,"Kenedy County, TX",2021,183,172,11,6.0
CN4826300000000,48,263,"Kent County, TX",2021,447,434,13,2.9
CN4826500000000,48,265,"Kerr County, TX",2021,22061,21071,990,4.5
CN4826700000000,48,267,"Kimble County, TX",2021,1905,1826,79,4.1
CN4826900000000,48,269,"King County, TX",2021,448,444,4,0.9
CN4827100000000,48,271,"Kinney County, TX",2021,1244,1175,69,5.5
CN4827300000000,48,273,"Kleberg County, TX",2021,13202,12261,941,7.1
CN4827500000000,48,275,"Knox County, TX",2021,1457,1389,68,4.7
CN4827700000000,48,277,"Lamar County, TX",2021,24493,23149,1344,5.5
CN4827900000000,48,279,"Lamb County, TX",2021,5211,4951,260,5.0
CN4828100000000,48,281,"Lampasas County, TX",2021,9291,8845,446,4.8
CN4828300000000,48,283,"La Salle County, TX",2021,3804,3641,163,4.3
CN4828500000000,48,285,"Lavaca County, TX",2021,8640,8253,387,4.5
CN4828700000000,48,287,"Lee County, TX",2021,9057,8669,388,4.3
CN4828900000000,48,289,"Leon County, TX",2021,6184,5746,438,7.1
CN4829100000000,48,291,"Liberty County, TX",2021,34870,31677,3193,9.2
CN4829300000000,48,293,"Limestone County, TX",2021,8528,8001,527,6.2
CN4829500000000,48,295,"Lipscomb County, TX",2021,1502,1446,56,3.7
CN4829700000000,48,297,"Live Oak County, TX",2021,4937,4601,336,6.8
CN4829900000000,48,299,"Llano County, TX",2021,8900,8469,431,4.8
CN4830100000000,48,301,"Loving County, TX",2021,438,434,4,0.9
CN4830300000000,48,303,"Lubbock County, TX",2021,160338,153092,7246,4.5
CN4830500000000,48,305,"Lynn County, TX",2021,2798,2678,120,4.3
CN4830700000000,48,307,"McCulloch County, TX",2021,3157,2953,204,6.5
CN4830900000000,48,309,"McLennan County, TX",2021,122192,116247,5945,4.9
CN4831100000000,48,311,"McMullen County, TX",2021,734,717,17,2.3
CN4831300000000,48,313,"Madison County, TX",2021,4691,4398,293,6.2
CN4831500000000,48,315,"Marion County, TX",2021,4255,3963,292,6.9
CN4831700000000,48,317,"Martin County, TX",2021,2605,2480,125,4.8
CN4831900000000,48,319,"Mason County, TX",2021,1789,1705,84,4.7
CN4832100000000,48,321,"Matagorda County, TX",2021,16489,15114,1375,8.3
CN4832300000000,48,323,"Maverick County, TX",2021,23752,20739,3013,12.7
CN4832500000000,48,325,"Medina County, TX",2021,21832,20744,1088,5.0
CN4832700000000,48,327,"Menard County, TX",2021,837,797,40,4.8
CN4832900000000,48,329,"Midland County, TX",2021,99301,93631,5670,5.7
CN4833100000000,48,331,"Milam County, TX",2021,10199,9606,593,5.8
CN4833300000000,48,333,"Mills County, TX",2021,1905,1822,83,4.4
CN4833500000000,48,335,"Mitchell County, TX",2021,2346,2179,167,7.1
CN4833700000000,48,337,"Montague County, TX",2021,9265,8789,476,5.1
CN4833900000000,48,339,"Montgomery County, TX",2021,293629,276611,17018,5.8
CN4834100000000,48,341,"Moore County, TX",2021,10983,10616,367,3.3
CN4834300000000,48,343,"Morris County, TX",2021,4624,4140,484,10.5
CN4834500000000,48,345,"Motley County, TX",2021,453,430,23,5.1
CN4834700000000,48,347,"Nacogdoches County, TX",2021,28255,26714,1541,5.5
CN4834900000000,48,349,"Navarro County, TX",2021,23685,22479,1206,5.1
CN4835100000000,48,351,"Newton County, TX",2021,4897,4387,510,10.4
CN4835300000000,48,353,"Nolan County, TX",2021,7091,6754,337,4.8
CN4835500000000,48,355,"Nueces County, TX",2021,163825,152485,11340,6.9
CN4835700000000,48,357,"Ochiltree County, TX",2021,3952,3772,180,4.6
CN4835900000000,48,359,"Oldham County, TX",2021,917,885,32,3.5
CN4836100000000,48,361,"Orange County, TX",2021,34858,31719,3139,9.0
CN4836300000000,48,363,"Palo Pinto County, TX",2021,12902,12161,741,5.7
CN4836500000000,48,365,"Panola County, TX",2021,9691,9040,651,6.7
CN4836700000000,48,367,"Parker County, TX",2021,71585,68413,3172,4.4
CN4836900000000,48,369,"Parmer County, TX",2021,4976,4834,142,2.9
CN4837100000000,48,371,"Pecos County, TX",2021,6164,5724,440,7.1
CN4837300000000,48,373,"Polk County, TX",2021,18571,17079,1492,8.0
CN4837500000000,48,375,"Potter County, TX",2021,54259,51926,2333,4.3
CN4837700000000,48,377,"Presidio County, TX",2021,3101,2774,327,10.5
CN4837900000000,48,379,"Rains County, TX",2021,6318,6073,245,3.9
CN4838100000000,48,381,"Randall County, TX",2021,74603,71978,2625,3.5
CN4838300000000,48,383,"Reagan County, TX",2021,1653,1526,127,7.7
CN4838500000000,48,385,"Real County, TX",2021,1144,1076,68,5.9
CN4838700000000,48,387,"Red River County, TX",2021,5320,5006,314,5.9
CN4838900000000,48,389,"Reeves County, TX",2021,8608,8103,505,5.9
CN4839100000000,48,391,"Refugio County, TX",2021,3037,2833,204,6.7
CN4839300000000,48,393,"Roberts County, TX",2021,399,382,17,4.3
CN4839500000000,48,395,"Robertson County, TX",2021,7557,7159,398,5.3
CN4839700000000,48,397,"Rockwall County, TX",2021,56678,54240,2438,4.3
CN4839900000000,48,399,"Runnels County, TX",2021,4618,4430,188,4.1
CN4840100000000,48,401,"Rusk County, TX",2021,22047,20721,1326,6.0
CN4840300000000,48,403,"Sabine County, TX",2021,3965,3587,378,9.5
CN4840500000000,48,405,"San Augustine County, TX",2021,2979,2734,245,8.2
CN4840700000000,48,407,"San Jacinto County, TX",2021,11871,10994,877,7.4
CN4840900000000,48,409,"San Patricio County, TX",2021,29428,26830,2598,8.8
CN4841100000000,48,411,"San Saba County, TX",2021,2203,2100,103,4.7
CN4841300000000,48,413,"Schleicher County, TX",2021,1192,1126,66,5.5
CN4841500000000,48,415,"Scurry County, TX",2021,6086,5678,408,6.7
CN4841700000000,48,417,"Shackelford County, TX",2021,1845,1771,74,4.0
CN4841900000000,48,419,"Shelby County, TX",2021,11484,10862,622,5.4
CN4842100000000,48,421,"Sherman County, TX",2021,1408,1366,42,3.0
CN4842300000000,48,423,"Smith County, TX",2021,110095,104439,5656,5.1
CN4842500000000,48,425,"Somervell County, TX",2021,4398,4170,228,5.2
CN4842700000000,48,427,"Starr County, TX",2021,25381,21263,4118,16.2
CN4842900000000,48,429,"Stephens County, TX",2021,4190,3984,206,4.9
CN4843100000000,48,431,"Sterling County, TX",2021,586,556,30,5.1
CN4843300000000,48,433,"Stonewall County, TX",2021,587,563,24,4.1
CN4843500000000,48,435,"Sutton County, TX",2021,1149,1054,95,8.3
CN4843700000000,48,437,"Swisher County, TX",2021,2593,2465,128,4.9
CN4843900000000,48,439,"Tarrant County, TX",2021,1099856,1041556,58300,5.3
CN4844100000000,48,441,"Taylor County, TX",2021,67165,64246,2919,4.3
CN4844300000000,48,443,"Terrell County, TX",2021,411,396,15,3.6
CN4844500000000,48,445,"Terry County, TX",2021,4776,4484,292,6.1
CN4844700000000,48,447,"Throckmorton County, TX",2021,1008,980,28,2.8
CN4844900000000,48,449,"Titus County, TX",2021,13563,12837,726,5.4
CN4845100000000,48,451,"Tom Green County, TX",2021,54009,51382,2627,4.9
CN4845300000000,48,453,"Travis County, TX",2021,770868,739716,31152,4.0
CN4845500000000,48,455,"Trinity County, TX",2021,5355,4962,393,7.3
CN4845700000000,48,457,"Tyler County, TX",2021,7409,6779,630,8.5
CN4845900000000,48,459,"Upshur County, TX",2021,17555,16456,1099,6.3
CN4846100000000,48,461,"Upton County, TX",2021,1762,1670,92,5.2
CN4846300000000,48,463,"Uvalde County, TX",2021,11252,10631,621,5.5
CN4846500000000,48,465,"Val Verde County, TX",2021,22098,20785,1313,5.9
CN4846700000000,48,467,"Van Zandt County, TX",2021,26780,25515,1265,4.7
CN4846900000000,48,469,"Victoria County, TX",2021,40785,38175,2610,6.4
CN4847100000000,48,471,"Walker County, TX",2021,23951,22451,1500,6.3
CN4847300000000,48,473,"Waller County, TX",2021,24799,23216,1583,6.4
CN4847500000000,48,475,"Ward County, TX",2021,5884,5463,421,7.2
CN4847700000000,48,477,"Washington County, TX",2021,15187,14391,796,5.2
CN4847900000000,48,479,"Webb County, TX",2021,116373,109033,7340,6.3
CN4848100000000,48,481,"Wharton County, TX",2021,21120,19914,1206,5.7
CN4848300000000,48,483,"Wheeler County, TX",2021,2066,1937,129,6.2
CN4848500000000,48,485,"Wichita County, TX",2021,55325,52400,2925,5.3
CN4848700000000,48,487,"Wilbarger County, TX",2021,4891,4569,322,6.6
CN4848900000000,48,489,"Willacy County, TX",2021,6976,6245,731,10.5
CN4849100000000,48,491,"Williamson County, TX",2021,340568,326982,13586,4.0
CN4849300000000,48,493,"Wilson County, TX",2021,24999,23899,1100,4.4
CN4849500000000,48,495,"Winkler County, TX",2021,3726,3439,287,7.7
CN4849700000000,48,497,"Wise County, TX",2021,32980,31380,1600,4.9
CN4849900000000,48,499,"Wood County, TX",2021,17988,16977,1011,5.6
CN4850100000000,48,501,"Yoakum County, TX",2021,3284,3027,257,7.8
CN4850300000000,48,503,"Young County, TX",2021,8066,7701,365,4.5
CN4850500000000,48,505,"Zapata County, TX",2021,4526,3980,546,12.1
CN4850700000000,48,507,"Zavala County, TX",2021,3276,2861,415,12.7
CN4900100000000,49,1,"Beaver County, UT",2021,2826,2746,80,2.8
CN4900300000000,49,3,"Box Elder County, UT",2021,26895,26237,658,2.4
CN4900500000000,49,5,"Cache County, UT",2021,68747,67395,1352,2.0
CN4900700000000,49,7,"Carbon County, UT",2021,8424,8097,327,3.9
CN4900900000000,49,9,"Daggett County, UT",2021,415,400,15,3.6
CN4901100000000,49,11,"Davis County, UT",2021,179229,174865,4364,2.4
CN4901300000000,49,13,"Duchesne County, UT",2021,7748,7372,376,4.9
CN4901500000000,49,15,"Emery County, UT",2021,4450,4278,172,3.9
CN4901700000000,49,17,"Garfield County, UT",2021,2778,2597,181,6.5
CN4901900000000,49,19,"Grand County, UT",2021,6574,6285,289,4.4
CN4902100000000,49,21,"Iron County, UT",2021,26265,25519,746,2.8
CN4902300000000,49,23,"Juab County, UT",2021,6159,6036,123,2.0
CN4902500000000,49,25,"Kane County, UT",2021,4002,3887,115,2.9
CN4902700000000,49,27,"Millard County, UT",2021,6018,5875,143,2.4
CN4902900000000,49,29,"Morgan County, UT",2021,5779,5658,121,2.1
CN4903100000000,49,31,"Piute County, UT",2021,479,458,21,4.4
CN4903300000000,49,33,"Rich County, UT",2021,1273,1244,29,2.3
CN4903500000000,49,35,"Salt Lake County, UT",2021,653817,635656,18161,2.8
CN4903700000000,49,37,"San Juan County, UT",2021,5470,5125,345,6.3
CN4903900000000,49,39,"Sanpete County, UT",2021,13057,12691,366,2.8
CN4904100000000,49,41,"Sevier County, UT",2021,9992,9666,326,3.3
CN4904300000000,49,43,"Summit County, UT",2021,24987,24266,721,2.9
CN4904500000000,49,45,"Tooele County, UT",2021,36804,35747,1057,2.9
CN4904700000000,49,47,"Uintah County, UT",2021,13562,12806,756,5.6
CN4904900000000,49,49,"Utah County, UT",2021,332018,324289,7729,2.3
CN4905100000000,49,51,"Wasatch County, UT",2021,16903,16421,482,2.9
CN4905300000000,49,53,"Washington County, UT",2021,83600,81174,2426,2.9
CN4905500000000,49,55,"Wayne County, UT",2021,1506,1435,71,4.7
CN4905700000000,49,57,"Weber County, UT",2021,131718,127926,3792,2.9
CN5000100000000,50,1,"Addison County, VT",2021,19901,19352,549,2.8
CN5000300000000,50,3,"Bennington County, VT",2021,16919,16189,730,4.3
CN5000500000000,50,5,"Caledonia County, VT",2021,14037,13516,521,3.7
CN5000700000000,50,7,"Chittenden County, VT",2021,92865,90238,2627,2.8
CN5000900000000,50,9,"Essex County, VT",2021,2613,2487,126,4.8
CN5001100000000,50,11,"Franklin County, VT",2021,26722,25798,924,3.5
CN5001300000000,50,13,"Grand Isle County, VT",2021,3941,3786,155,3.9
CN5001500000000,50,15,"Lamoille County, VT",2021,13380,12841,539,4.0
CN5001700000000,50,17,"Orange County, VT",2021,15227,14737,490,3.2
CN5001900000000,50,19,"Orleans County, VT",2021,12770,12178,592,4.6
CN5002100000000,50,21,"Rutland County, VT",2021,28966,27751,1215,4.2
CN5002300000000,50,23,"Washington County, VT",2021,32392,31416,976,3.0
CN5002500000000,50,25,"Windham County, VT",2021,20410,19506,904,4.4
CN5002700000000,50,27,"Windsor County, VT",2021,28071,27145,926,3.3
CN5100100000000,51,1,"Accomack County, VA",2021,15176,14516,660,4.3
CN5100300000000,51,3,"Albemarle County, VA",2021,55448,53650,1798,3.2
CN5100500000000,51,5,"Alleghany County, VA",2021,6512,6245,267,4.1
CN5100700000000,51,7,"Amelia County, VA",2021,5984,5771,213,3.6
CN5100900000000,51,9,"Amherst County, VA",2021,14340,13812,528,3.7
CN5101100000000,51,11,"Appomattox County, VA",2021,6915,6648,267,3.9
CN5101300000000,51,13,"Arlington County, VA",2021,150721,146210,4511,3.0
CN5101500000000,51,15,"Augusta County, VA",2021,36312,35201,1111,3.1
CN5101700000000,51,17,"Bath County, VA",2021,2219,2118,101,4.6
CN5101900000000,51,19,"Bedford County, VA",2021,37256,35981,1275,3.4
CN5102100000000,51,21,"Bland County, VA",2021,2720,2627,93,3.4
CN5102300000000,51,23,"Botetourt County, VA",2021,16976,16463,513,3.0
CN5102500000000,51,25,"Brunswick County, VA",2021,5708,5350,358,6.3
CN5102700000000,51,27,"Buchanan County, VA",2021,6130,5717,413,6.7
CN5102900000000,51,29,"Buckingham County, VA",2021,6205,5879,326,5.3
CN5103100000000,51,31,"Campbell County, VA",2021,24996,24042,954,3.8
CN5103300000000,51,33,"Caroline County, VA",2021,14644,14012,632,4.3
CN5103500000000,51,35,"Carroll County, VA",2021,12778,12255,523,4.1
CN5103600000000,51,36,"Charles City County, VA",2021,3443,3292,151,4.4
CN5103700000000,51,37,"Charlotte County, VA",2021,5206,5013,193,3.7
CN5104100000000,51,41,"Chesterfield County, VA",2021,183962,177248,6714,3.6
CN5104300000000,51,43,"Clarke County, VA",2021,7383,7155,228,3.1
CN5104500000000,51,45,"Craig County, VA",2021,2222,2148,74,3.3
CN5104700000000,51,47,"Culpeper County, VA",2021,24541,23745,796,3.2
CN5104900000000,51,49,"Cumberland County, VA",2021,4537,4343,194,4.3
CN5105100000000,51,51,"Dickenson County, VA",2021,4645,4398,247,5.3
CN5105300000000,51,53,"Dinwiddie County, VA",2021,13210,12617,593,4.5
CN5105700000000,51,57,"Essex County, VA",2021,5284,5028,256,4.8
CN5105900000000,51,59,"Fairfax County, VA",2021,614999,593574,21425,3.5
CN5106100000000,51,61,"Fauquier County, VA",2021,36217,35138,1079,3.0
CN5106300000000,51,63,"Floyd County, VA",2021,8157,7903,254,3.1
CN5106500000000,51,65,"Fluvanna County, VA",2021,13572,13130,442,3.3
CN5106700000000,51,67,"Franklin County, VA",2021,25534,24628,906,3.5
CN5106900000000,51,69,"Frederick County, VA",2021,49021,47598,1423,2.9
CN5107100000000,51,71,"Giles County, VA",2021,7747,7479,268,3.5
CN5107300000000,51,73,"Gloucester County, VA",2021,18837,18202,635,3.4
CN5107500000000,51,75,"Goochland County, VA",2021,11232,10887,345,3.1
CN5107700000000,51,77,"Grayson County, VA",2021,7841,7580,261,3.3
CN5107900000000,51,79,"Greene County, VA",2021,10165,9861,304,3.0
CN5108100000000,51,81,"Greensville County, VA",2021,4252,4045,207,4.9
CN5108300000000,51,83,"Halifax County, VA",2021,14798,14091,707,4.8
CN5108500000000,51,85,"Hanover County, VA",2021,56895,55208,1687,3.0
CN5108700000000,51,87,"Henrico County, VA",2021,176593,169543,7050,4.0
CN5108900000000,51,89,"Henry County, VA",2021,23520,22423,1097,4.7
CN5109100000000,51,91,"Highland County, VA",2021,1223,1188,35,2.9
CN5109300000000,51,93,"Isle of Wight County, VA",2021,19026,18366,660,3.5
CN5109500000000,51,95,"James City County, VA",2021,35844,34422,1422,4.0
CN5109700000000,51,97,"King and Queen County, VA",2021,3812,3692,120,3.1
CN5109900000000,51,99,"King George County, VA",2021,13898,13496,402,2.9
CN5110100000000,51,101,"King William County, VA",2021,9114,8809,305,3.3
CN5110300000000,51,103,"Lancaster County, VA",2021,5244,4964,280,5.3
CN5110500000000,51,105,"Lee County, VA",2021,8030,7705,325,4.0
CN5110700000000,51,107,"Loudoun County, VA",2021,222649,215775,6874,3.1
CN5110900000000,51,109,"Louisa County, VA",2021,19910,19239,671,3.4
CN5111100000000,51,111,"Lunenburg County, VA",2021,5044,4852,192,3.8
CN5111300000000,51,113,"Madison County, VA",2021,7329,7148,181,2.5
CN5111500000000,51,115,"Mathews County, VA",2021,3936,3811,125,3.2
CN5111700000000,51,117,"Mecklenburg County, VA",2021,12429,11842,587,4.7
CN5111900000000,51,119,"Middlesex County, VA",2021,5085,4914,171,3.4
CN5112100000000,51,121,"Montgomery County, VA",2021,49360,47901,1459,3.0
CN5112500000000,51,125,"Nelson County, VA",2021,7106,6857,249,3.5
CN5112700000000,51,127,"New Kent County, VA",2021,12555,12184,371,3.0
CN5113100000000,51,131,"Northampton County, VA",2021,5359,5071,288,5.4
CN5113300000000,51,133,"Northumberland County, VA",2021,5503,5236,267,4.9
CN5113500000000,51,135,"Nottoway County, VA",2021,7029,6772,257,3.7
CN5113700000000,51,137,"Orange County, VA",2021,16992,16376,616,3.6
CN5113900000000,51,139,"Page County, VA",2021,11897,11344,553,4.6
CN5114100000000,51,141,"Patrick County, VA",2021,7016,6701,315,4.5
CN5114300000000,51,143,"Pittsylvania County, VA",2021,29293,28119,1174,4.0
CN5114500000000,51,145,"Powhatan County, VA",2021,13893,13492,401,2.9
CN5114700000000,51,147,"Prince Edward County, VA",2021,9976,9498,478,4.8
CN5114900000000,51,149,"Prince George County, VA",2021,14660,13998,662,4.5
CN5115300000000,51,153,"Prince William County, VA",2021,241803,232243,9560,4.0
CN5115500000000,51,155,"Pulaski County, VA",2021,15938,15308,630,4.0
CN5115700000000,51,157,"Rappahannock County, VA",2021,3584,3480,104,2.9
CN5115900000000,51,159,"Richmond County, VA",2021,3904,3767,137,3.5
CN5116100000000,51,161,"Roanoke County, VA",2021,47898,46394,1504,3.1
CN5116300000000,51,163,"Rockbridge County, VA",2021,10381,9998,383,3.7
CN5116500000000,51,165,"Rockingham County, VA",2021,41368,40151,1217,2.9
CN5116700000000,51,167,"Russell County, VA",2021,10695,10233,462,4.3
CN5116900000000,51,169,"Scott County, VA",2021,8792,8477,315,3.6
CN5117100000000,51,171,"Shenandoah County, VA",2021,21572,20802,770,3.6
CN5117300000000,51,173,"Smyth County, VA",2021,13524,12977,547,4.0
CN5117500000000,51,175,"Southampton County, VA",2021,8739,8435,304,3.5
CN5117700000000,51,177,"Spotsylvania County, VA",2021,66679,64156,2523,3.8
CN5117900000000,51,179,"Stafford County, VA",2021,72503,69867,2636,3.6
CN5118100000000,51,181,"Surry County, VA",2021,3482,3349,133,3.8
CN5118300000000,51,183,"Sussex County, VA",2021,3593,3359,234,6.5
CN5118500000000,51,185,"Tazewell County, VA",2021,14995,14210,785,5.2
CN5118700000000,51,187,"Warren County, VA",2021,19936,19231,705,3.5
CN5119100000000,51,191,"Washington County, VA",2021,25246,24344,902,3.6
CN5119300000000,51,193,"Westmoreland County, VA",2021,9508,9087,421,4.4
CN5119500000000,51,195,"Wise County, VA",2021,12722,12058,664,5.2
CN5119700000000,51,197,"Wythe County, VA",2021,13516,12972,544,4.0
CN5119900000000,51,199,"York County, VA",2021,31945,30888,1057,3.3
CN5151000000000,51,510,"Alexandria city, VA",2021,97365,93692,3673,3.8
CN5152000000000,51,520,"Bristol city, VA",2021,7313,6966,347,4.7
CN5153000000000,51,530,"Buena Vista city, VA",2021,2961,2846,115,3.9
CN5154000000000,51,540,"Charlottesville city, VA",2021,24609,23706,903,3.7
CN5155000000000,51,550,"Chesapeake city, VA",2021,119733,115125,4608,3.8
CN5157000000000,51,570,"Colonial Heights city, VA",2021,8169,7778,391,4.8
CN5158000000000,51,580,"Covington city, VA",2021,2279,2147,132,5.8
CN5159000000000,51,590,"Danville city, VA",2021,18394,17190,1204,6.5
CN5159500000000,51,595,"Emporia city, VA",2021,2336,2153,183,7.8
CN5160000000000,51,600,"Fairfax city, VA",2021,12429,12004,425,3.4
CN5161000000000,51,610,"Falls Church city, VA",2021,8196,7979,217,2.6
